"","NewTitle","Release_Date.x","Number","Movie_Title","Movie_Type","National_Spectator_Number","Running_Time","Revenue","Spectator_Number","Screen_Number","Play_Number","Movie_Category","Release_Date.y","Nationality_First","Distributor","Movie_Rate","Genre_Name","Genre1","Genre3","Genre3","Director_Name","Director1","Director3","Director3","Actor_Name","Actor1","Actor3","Actor3"
"97","UFO",2012-05-24,"3,731 ","U.F.O.","장편",943,NA,7129000,987,11,240,"다양성영화","2012-05-24","한국","㈜인디스토리","청소년관람불가",2,"드라마","미스터리","",1,"공귀현","","",14,"이주승","정영기","박상혁"
"695","다큰여자들",2009-10-08,"3,730 ","다 큰 여자들","장편",943,NA,6819000,929,2,132,"일반영화","2009-10-08","일본","(주)이모션픽처스","15세이상관람가",1,"드라마","","",1,"토미나가 마사노리","","",3,"오다 에리카","미즈하시 켄지","사이토 요이치로"
"608","노르웨이의숲",2010-09-30,"3,732 ","노르웨이의 숲","장편",941,NA,7127000,926,9,273,"일반영화","2010-09-30","한국","(주)키노아이디엠씨","청소년관람불가",2,"코미디","공포(호러)","",1,"노진수","","",6,"정경호","박인수","지현"
"759","더뮬죽음의질주",2014-03-13,"3,733 ","더 뮬: 죽음의 질주","장편",940,NA,4910000,940,5,48,"일반영화","2014-03-13","미국","(주)에이블엔터테인먼트","15세이상관람가",2,"스릴러","범죄","",1,"가브리엘라 타글리아비니","","",2,"샤론 스톤","빌리 제인",""
"3191","전망좋은하우스맛있는섹스",2014-02-20,"3,734 ","전망 좋은 하우스 - 맛있는 섹스","장편",940,NA,1160000,940,5,19,"일반영화","2014-02-20","한국","(주)케이알씨지","청소년관람불가",2,"멜로/로맨스","드라마","",1,"미스터 엘","","",2,"윤보리","김지원",""
"2804","오펄드림",2008-12-24,"3,735 ","오펄 드림","장편",939,NA,6626500,987,2,84,"다양성영화","2008-12-24","호주","(주)영화사구안","전체관람가",2,"드라마","가족","",1,"피터 카타네오","","",2,"사파이어 보이스","크리스찬 바이어스",""
"1175","리바운드",2006-03-31,"3,736 ","리바운드","장편",934,NA,6538000,934,1,7,"일반영화","2006-03-31","미국","이십세기폭스코리아(주)","전체관람가",1,"코미디","","",1,"스티브 카","","",1,"마틴 로렌스","",""
"4004","하나안",2012-10-11,"3,737 ","하나안","장편",934,NA,7361400,1003,12,255,"다양성영화","2012-10-11","한국","㈜인디스토리","청소년관람불가",2,"드라마","범죄","",1,"박루슬란","","",5,"스타니슬라브 장","바호디르 무사에프","일벡 파이지에프"
"1536","밀크오브소로우슬픈모유",2013-08-22,"3,738 ","밀크 오브 소로우-슬픈 모유","장편",933,NA,7818000,933,1,66,"다양성영화","2013-08-22","스페인","㈜영화사 백두대간","15세이상관람가",1,"드라마","","",1,"클로디아 로사","","",2,"마갈리 솔리에르","수지 산체스",""
"2097","송곳니",2012-01-05,"3,739 ","송곳니","장편",932,NA,8680800,1303,4,84,"다양성영화","2012-01-05","그리스","(주)컴퍼니엘","청소년관람불가",2,"코미디","드라마","",1,"지오르고스 란디모스","","",2,"크리스토스 스테르기오글루","미셸 발리",""
"1371","멤피스",2013-05-23,"3,740 ","멤피스","장편",931,NA,20460500,1585,17,130,"일반영화","2013-05-23","미국","(주)인스터피씨엠","12세이상관람가",2,"공연","뮤지컬","",1,"크리스토퍼 애슐리","","",1,"차드 킴벌","",""
"2093","솔로",2014-03-20,"3,741 ","솔로","장편",930,NA,4690000,930,5,47,"일반영화","2014-03-20","캐나다","(주)에이블엔터테인먼트","15세이상관람가",2,"공포(호러)","스릴러","",1,"이삭 크래빗","","",1,"다니엘 캐쉬","",""
"2351","쌍성계고대전설의부활",2014-03-27,"3,742 ","쌍성계: 고대전설의 부활","장편",920,NA,1885000,920,5,11,"다양성영화","2014-03-27","중국","(주)소나무픽쳐스","15세이상관람가",2,"액션","코미디","",1,"반안자","","",2,"임현제","옹홍",""
"271","굿모닝나잇",2006-12-01,"3,743 ","굿모닝, 나잇","장편",918,NA,4605000,676,1,73,"다양성영화","2006-12-01","이탈리아","(주)이모션픽처스","15세이상관람가",1,"드라마","","",1,"마르코 벨로치오","","",2,"마야 산사","루이지 로 카시오",""
"1550","바람의소리",2013-06-13,"3,744 ","바람의 소리","장편",918,NA,10890000,1977,5,45,"일반영화","2013-06-13","중국","(주)팝파트너스","15세이상관람가",4,"범죄","스릴러","드라마",2,"진국부","고군서","",2,"리빙빙","주신",""
"3361","천상고원",2007-05-31,"3,745 ","천상고원","장편",918,NA,7151000,1100,2,173,"다양성영화","2007-05-31","한국","이모션픽처스","전체관람가",1,"드라마","","",1,"김응수","","",3,"이재원","김응수","이재원"
"192","경",2010-04-29,"3,746 ","경","장편",916,NA,8564900,1212,4,134,"다양성영화","2010-04-29","한국","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)","15세이상관람가",1,"드라마","","",1,"김정","","",4,"양은용","이호영","유경아"
"471","나를닮은얼굴",2010-09-30,"3,747 ","나를 닮은 얼굴","장편",907,NA,4944500,893,3,84,"다양성영화","2010-09-30","한국","(주)영화사 진진","전체관람가",1,"다큐멘터리","","",1,"태미 추","","",3,"노명자","브렌트","박효정"
"2992","윌러드",2006-03-09,"3,748 ","윌러드","장편",903,NA,5735500,889,2,34,"일반영화","2006-03-09","미국","㈜케이디미디어","15세관람가",1,"공포(호러)","","",1,"글렌 모건","","",2,"크리스핀 글로버","데이비드 파커",""
"2748","영광의날들",2007-08-30,"3,749 ","영광의 날들","장편",901,NA,6188500,954,1,57,"다양성영화","2007-08-30","프랑스","프리비젼엔터테인먼트","12세이상관람가",2,"전쟁","드라마","",1,"라시드 부샤렙","","",2,"자멜 드부즈","사미 나세리",""
"607","노랑머리플라스틱섹스",2013-08-01,"3,750 ","노랑머리 - 플라스틱 섹스","장편",900,NA,1800000,900,1,6,"일반영화","2013-08-01","한국","(주)케이알씨지","청소년관람불가",3,"성인물(에로)","드라마","멜로/로맨스",1,"이세일","","",1,"민신애","",""
"1811","비단꽃길",2013-10-17,"3,751 ","비단꽃길","장편",896,NA,5820500,896,9,156,"다양성영화","2013-10-17","한국","(주)씨타마운틴픽쳐스","전체관람가",1,"다큐멘터리","","",1,"김정욱","","",2,"김금화","서갑숙",""
"2318","신비의법",2012-11-29,"3,752 ","신비의 법","장편",893,NA,6837000,893,2,22,"다양성영화","2012-11-29","일본","페퍼민트픽쳐스","12세이상관람가",2,"애니메이션","판타지","",1,"이마카케 이사무","","",2,"코야수 타케히토","후지무라 아유미",""
"785","더콩그레스",2014-06-05,"3,753 ","더 콩그레스","장편",892,NA,9203000,1315,13,163,"다양성영화","2014-06-05","이스라엘","(주)팝엔터테인먼트","15세이상관람가",3,"애니메이션","SF","판타지",1,"아리 폴만","","",4,"로빈 라이트","하비 케이텔","대니 휴스턴"
"2197","스타렛",2014-02-20,"3,754 ","스타렛","장편",889,NA,6216000,889,3,33,"다양성영화","2014-02-20","미국","노바엔터테인먼트","청소년관람불가",1,"드라마","","",1,"션 베이커","","",1,"스텔라 매브","",""
"2641","에브리씽머스트고",2012-07-12,"3,755 ","에브리씽 머스트 고","장편",887,NA,6047500,887,7,93,"다양성영화","2012-07-12","미국","(주)키노아이디엠씨","15세이상관람가",2,"코미디","드라마","",1,"댄 러쉬","","",3,"윌 페렐","레베카 홀","크리스토퍼 조던 월리스"
"3868","페티쉬",2010-11-25,"3,756 ","페티쉬","장편",886,NA,6422500,872,3,104,"다양성영화","2010-11-25","한국","(주)영화사 조제","청소년관람불가",1,"스릴러","","",1,"손수범","","",7,"송혜교","아르노 프리스치","아데나 커리"
"1313","맛있는인생",2010-10-28,"3,757 ","맛있는 인생","장편",885,NA,6033000,871,4,151,"다양성영화","2010-10-28","한국","(주)스폰지이엔티","15세이상관람가",2,"드라마","멜로/로맨스","",1,"조성규","","",11,"류승수","이솜","강계선"
"2039","섹슈얼어딕션꽃잎에느껴지는쾌락과통증",2013-09-05,"3,758 ","섹슈얼 어딕션 : 꽃잎에 느껴지는 쾌락과 통증","장편",884,NA,3770000,884,18,33,"일반영화","2013-09-05","미국","(주)팝엔터테인먼트,(주)제이엠씨미디어","청소년관람불가",2,"드라마","스릴러","",1,"잘만 킹","","",1,"말레나 모건","",""
"4000","필스",2013-11-21,"3,759 ","필스","장편",883,NA,6434000,883,6,52,"일반영화","2013-11-21","영국","(주)앤드플러스미디어웍스","청소년관람불가",2,"범죄","스릴러","",1,"J.S 베어드","","",3,"제임스 맥어보이","이모겐 푸츠","제이미 벨"
"702","달려라장미",2006-02-10,"3,760 ","달려라 장미","장편",881,NA,5488000,860,3,258,"일반영화","2006-02-10","한국","(주)이모션픽처스","18세관람가",3,"멜로/로맨스","드라마","코미디",1,"김응수","","",7,"최반야","백승민","장성진"
"3828","퍼스트그레이더",2012-05-17,"3,761 ","퍼스트 그레이더","장편",878,NA,6197000,878,6,85,"다양성영화","2012-05-17","영국","골든타이드픽처스(주)","12세이상관람가",1,"드라마","","",1,"저스틴 채드윅","","",3,"나오미 해리스","올리버 리톤도","샘 푸어"
"2517","암전2",2014-02-27,"3,762 ","암전 2","장편",872,NA,1410000,872,5,23,"일반영화","2014-02-27","홍콩","스크린조이","15세관람가",2,"범죄","액션","",2,"두기봉","나영창","",2,"정이건","유청운",""
"2980","위대한밀로크로제",2013-01-17,"3,763 ","위대한 밀로크로제","장편",871,NA,5954500,871,11,130,"일반영화","2013-01-17","일본","이미지팩토리","청소년관람불가",3,"코미디","멜로/로맨스","액션",1,"이시바시 요시마사","","",5,"야마다 타카유키","마이코","이시바시 안나"
"2805","오페라시몬보카네그라메트로폴리탄",2010-05-09,"3,764 ","오페라-시몬 보카네그라(메트로폴리탄)","장편",870,NA,16958000,856,1,12,"일반영화","2010-05-09","미국","㈜메가박스","전체관람가",1,"공연","","",1,"지안카를로 델모나코","","",2,"플라시도 도밍고","마르첼로 조르다니",""
"2809","오페라장미의기사",2010-03-06,"3,765 ","오페라-장미의 기사","장편",868,NA,16920000,854,1,11,"일반영화","2010-03-06","미국","㈜메가박스","전체관람가",2,"뮤지컬","공연","",2,"바바라 윌리스 스위츠","나데니 엘 매릴","",2,"르네 플레밍","수잔 그래햄",""
"3372","철암계곡의혈투",2012-07-12,"3,766 ","철암 계곡의 혈투","장편",866,NA,7309500,1002,10,182,"다양성영화","2012-07-12","한국","㈜인디스토리","청소년관람불가",2,"서부극(웨스턴)","액션","",1,"지하진","","",8,"이무생","윤상화","임치우"
"3591","키리시마가동아리활동그만둔대",2014-06-26,"3,767 ","키리시마가 동아리활동 그만둔대","장편",865,NA,6532200,865,5,83,"다양성영화","2014-06-26","일본","(주)씨타마운틴픽쳐스","15세이상관람가",1,"드라마","","",1,"요시다 다이하치","","",4,"카미키 류노스케","하시모토 아이","히가시데 마사히로"
"2729","연애징크스",2014-02-13,"3,768 ","연애 징크스!!!","장편",864,NA,6051000,864,6,97,"일반영화","2014-02-13","일본","㈜T-JOY,씨너스엔터테인먼트(주)","전체관람가",1,"멜로/로맨스","","",1,"쿠마자와 나오토","","",3,"효민","시미즈 쿠루미","야마자키 켄토"
"3383","청춘그루브",2012-03-15,"3,769 ","청춘그루브","장편",864,NA,6922500,864,5,57,"다양성영화","2012-03-15","한국","(주)두타연,(주)미디어데이","15세이상관람가",1,"드라마","","",1,"변성현","","",15,"봉태규","이영훈","곽지민"
"2084","소울오브브레드",2013-12-26,"3,770 ","소울 오브 브레드","장편",862,NA,4482000,636,4,26,"다양성영화","2013-12-26","대만","(유)영화사 화수분","12세이상관람가",2,"멜로/로맨스","코미디","",2,"고병권","임군양","",4,"진한전","진연희","예안동"
"3079","인데어스킨",2014-05-29,"3,771 ","인 데어 스킨","장편",860,NA,6800000,860,5,18,"일반영화","2014-05-29","캐나다","씨네그루(주)다우기술","청소년관람불가",1,"스릴러","","",1,"제레미 파워 레김발","","",5,"셀마 블레어","조슈아 클로즈","제임스 다시"
"3444","카뮈따윈몰라",2007-04-19,"3,772 ","카뮈 따윈 몰라","장편",860,NA,6720000,994,2,136,"다양성영화","2007-04-19","일본","(주)이모션픽처스","15세이상관람가",1,"드라마","","",1,"야나기마치 미츠오","","",2,"카시와바라 슈지","마에다 아이",""
"124","가족상속괴담",2007-07-26,"3,773 ","가족상속괴담","장편",859,NA,4263500,629,2,48,"일반영화","2007-07-26","대만","㈜스튜디오이쩜영","15세관람가",1,"공포(호러)","","",1,"레스테 첸","","",2,"테리 콴","제이슨 창",""
"1540","바다",2011-09-01,"3,774 ","바다","장편",858,NA,8937000,1198,8,165,"다양성영화","2011-09-01","한국","(주)씨타마운틴픽쳐스","12세이상관람가",1,"드라마","","",1,"윤태식","","",12,"고수희","전지환","김진이"
"3934","프레셔스",2013-01-10,"3,775 ","프레셔스","장편",851,NA,6023400,851,3,59,"다양성영화","2013-01-10","미국","씨네그루(주)다우기술","청소년관람불가",1,"드라마","","",1,"리 다니엘스","","",5,"가보리 시디베","모니크","폴라 패튼"
"3416","축구의신마라도나",2010-06-03,"3,776 ","축구의 신: 마라도나","장편",847,NA,6455000,834,10,175,"다양성영화","2010-06-03","스페인","(주)드림웨스트픽쳐스","15세이상관람가",1,"다큐멘터리","","",1,"에밀 쿠스트리차","","",2,"에밀 쿠스트리차","디에고 아만도 마라도나",""
"2845","완벽한파트너감독판",2011-12-01,"3,777 ","완벽한 파트너-감독판","장편",844,NA,6788000,844,4,76,"일반영화","2011-12-01","한국","타임스토리그룹(주)","청소년관람불가",1,"코미디","","",1,"박헌수","","",4,"김영호","김혜선","김산호"
"706","달빛속삭임",2006-04-20,"3,778 ","달빛 속삭임","장편",843,NA,5440500,843,1,40,"일반영화","2006-04-20","일본","㈜인디스토리","18세관람가",1,"멜로/로맨스","","",1,"시오타 아키히코","","",1,"미즈하시 켄지","",""
"3454","카이지",2010-08-19,"3,779 ","카이지","장편",843,NA,6046000,830,7,165,"다양성영화","2010-08-19","일본","(주)씨타마운틴픽쳐스","15세이상관람가",1,"드라마","","",1,"사토 토야","","",3,"아마미 유키","후지와라 타츠야","카가와 테루유키"
"2122","숙희",2014-07-10,"3,780 ","숙희","장편",841,NA,6246000,1001,11,120,"다양성영화","2014-07-10","한국","주식회사 노버스엔터테인먼트","청소년관람불가",1,"드라마","","",1,"양지은","","",2,"채민서","조한철",""
"1950","살결",2007-05-10,"3,781 ","살결","장편",840,NA,5522500,813,3,121,"다양성영화","2007-05-10","한국","㈜인디스토리","청소년관람불가",1,"드라마","","",1,"이성강","","",19,"김광민","김윤태","장석원"
"885","두더지",2013-10-31,"3,782 ","두더지","장편",833,NA,5958400,833,4,78,"다양성영화","2013-10-31","일본","(주)수키픽쳐스","청소년관람불가",1,"드라마","","",1,"소노 시온","","",4,"소메타니 쇼타","니카이도 후미","와타나베 테츠"
"2877","용이간다",2007-10-11,"3,783 ","용이간다","장편",833,NA,5472000,833,4,140,"일반영화","2007-10-11","일본","씨제이엔터테인먼트(주)","15세이상관람가",1,"액션","","",1,"미이케 다카시","","",3,"공유","키타무라 카즈키","기시타니 고로"
"1206","링크",2011-07-28,"3,784 ","링크","장편",829,NA,6099500,829,6,126,"다양성영화","2011-07-28","한국","(주)키노아이디엠씨","청소년관람불가",1,"스릴러","","",1,"우디 한","","",11,"류덕환","곽지민","김영재"
"993","라이위드미",2006-05-05,"3,785 ","라이 위드 미","장편",828,NA,5576000,828,1,71,"다양성영화","2006-05-05","캐나다","(주)코랄픽쳐스","18세관람가",2,"멜로/로맨스","드라마","",1,"클레망 비고","","",2,"로렌 리 스미스","에릭 벌포",""
"1748","뷰티풀라이즈",2013-10-17,"3,786 ","뷰티풀 라이즈","장편",828,NA,6445500,903,13,187,"다양성영화","2013-10-17","프랑스","싸이더스 픽쳐스","15세이상관람가",2,"멜로/로맨스","코미디","",1,"피에르 살바도리","","",2,"오드리 토투","나탈리 베이",""
"1333","맨어바웃타운",2009-06-18,"3,787 ","맨 어바웃 타운","장편",824,NA,5769000,812,1,39,"일반영화","2009-06-18","미국","실버스푼","15세이상관람가",3,"멜로/로맨스","드라마","코미디",1,"마이크 바인더","","",2,"벤 애플렉","레베카 로메인",""
"2285","시스터스마일",2010-04-29,"3,788 ","시스터 스마일","장편",824,NA,6385000,811,2,94,"일반영화","2010-04-29","벨기에","우성엔터테인먼트","12세이상관람가",1,"드라마","","",1,"스틴 코닝스","","",1,"세실 드 프랑스","",""
"4019","하쉬타임",2009-09-17,"3,789 ","하쉬 타임","장편",822,NA,6115000,810,1,37,"일반영화","2009-09-17","미국","실버스푼","청소년관람불가",3,"액션","범죄","스릴러",1,"데이비드 에이어","","",2,"크리스찬 베일","프레디 로드리게스",""
"15","13자메티",2007-06-29,"3,790 ","13 자메티","장편",821,NA,5831000,856,2,129,"다양성영화","2007-06-29","프랑스","(주)이모션픽처스","청소년관람불가",1,"스릴러","","",1,"겔라 바블루아니","","",2,"게오르기 바블루아니","오를레앙 르코앵",""
"211","고스톱살인",2014-03-20,"3,791 ","고스톱 살인","장편",820,NA,5479500,820,7,105,"다양성영화","2014-03-20","한국","(주)랠리버튼","15세이상관람가",2,"판타지","드라마","",1,"김준권","","",7,"권남희","김홍파","박형우"
"3887","포스터",2013-12-19,"3,792 ","포스터","장편",820,NA,3210000,770,4,16,"일반영화","2013-12-19","영국","(주)에이씨피컴퍼니","전체관람가",3,"가족","드라마","판타지",1,"조나단 뉴먼","","",4,"이안 그루퍼드","토니 콜렛","리차드 E. 그랜트"
"1588","반딧불이의묘",2014-06-19,"3,793 ","반딧불이의 묘","장편",814,NA,6008800,814,33,197,"다양성영화","2014-06-19","일본","에이원엔터테인먼트","전체관람가",3,"애니메이션","드라마","전쟁",1,"다카하타 이사오","","",2,"타츠미 츠토무","시라이시 아야노",""
"266","군사통제구역팔이공지대",2013-07-25,"3,794 ","군사통제구역 팔이공지대","장편",813,NA,5950000,813,3,14,"다양성영화","2013-07-25","한국","골든타이드픽처스(주)","청소년관람불가",2,"미스터리","스릴러","",1,"구모","","",7,"박그리나","조현석","김세문"
"3418","춤추는동물원",2010-12-02,"3,795 ","춤추는 동물원","장편",813,NA,5760400,774,5,173,"다양성영화","2010-12-02","한국","㈜인디스토리","15세이상관람가",2,"드라마","멜로/로맨스","",2,"김효정","박성용","",7,"한희정","김성태","몬구"
"970","라보엠",2014-04-19,"3,796 ","라보엠","장편",811,NA,20567000,811,5,89,"일반영화","2014-08-02","미국","(주)인스터피씨엠","전체관람가",1,"공연","","",0,"","","",0,"","",""
"971","라보엠",2014-04-19,"3,796 ","라보엠","장편",811,NA,20567000,811,5,89,"일반영화","2014-04-19","독일","주식회사 아트앤픽쳐","전체관람가",1,"공연","","",1,"리카르도 샤이","","",0,"","",""
"2483","악인은너무많다",2011-12-15,"3,797 ","악인은 너무 많다","장편",809,NA,6343500,789,7,131,"다양성영화","2011-12-15","한국","어뮤즈","청소년관람불가",2,"드라마","스릴러","",1,"김회근","","",14,"김준배","송지은","권오진"
"3962","플라잉머신3D",2014-01-09,"3,798 ","플라잉 머신 3D","장편",807,NA,12967000,1377,8,62,"다양성영화","2014-01-09","영국","C무비","전체관람가",3,"애니메이션","어드벤처","가족",1,"마틴 클랩","","",2,"헤더 그레이엄","랑랑",""
"2486","안나볼레나",2013-02-28,"3,799 ","안나 볼레나","장편",806,NA,20899500,851,2,50,"다양성영화","2013-02-28","독일","(주)케빈앤컴퍼니","전체관람가",1,"공연","","",1,"에릭 제노비스","","",1,"안나 네트렙코","",""
"2487","안나볼레나",2013-02-28,"3,799 ","안나 볼레나","장편",806,NA,20899500,851,2,50,"다양성영화","2012-02-01","미국","(주)인스터피씨엠","전체관람가",1,"공연","","",1,"데이비드 멕비카","","",1,"안나 네트렙코","",""
"2518","압록강은흐른다",2009-06-04,"3,800 ","압록강은 흐른다","장편",806,NA,3360500,797,1,22,"일반영화","2009-06-04","한국","주식회사 루믹스미디어","전체관람가",2,"드라마","사극","",1,"이종한","","",4,"신구","나문희","황보라"
"1033","러브씬",2013-10-03,"3,801 ","러브씬","옴니버스",805,NA,3775000,805,4,20,"일반영화","2013-10-03","한국","골든타이드픽처스(주)","청소년관람불가",2,"멜로/로맨스","드라마","",3,"문인대","이정원","김두헌",4,"최현호","김준원","정우준"
"3713","투야의결혼",2007-11-01,"3,802 ","투야의 결혼","장편",805,NA,3307000,485,1,52,"다양성영화","2007-11-01","중국","스폰지","12세이상관람가",2,"드라마","멜로/로맨스","",1,"왕 취엔안","","",2,"위 난","바터",""
"2535","액스취업에관한위험한안내서",2006-08-10,"3,803 ","액스 취업에 관한 위험한 안내서","장편",804,NA,5425000,804,4,117,"다양성영화","2006-08-10","벨기에","(주)액티버스엔터테인먼트","18세관람가",3,"코미디","드라마","범죄",2,"호세 가르시아","코스타 가브라스","",2,"호세 가르시아","카렝 비야",""
"2061","소규모아카시아밴드이야기",2010-01-14,"3,804 ","소규모 아카시아 밴드 이야기","장편",802,NA,5631500,789,6,214,"다양성영화","2010-01-14","한국","(주)이모션픽처스","12세이상관람가",1,"다큐멘터리","","",2,"민환기","구미정","",6,"김민홍","송은지","요조(신수진)"
"2187","스케이트오어다이",2010-10-21,"3,805 ","스케이트 오어 다이","장편",801,NA,6440000,788,1,30,"일반영화","2010-10-21","프랑스","판씨네마㈜","청소년관람불가",2,"액션","드라마","",1,"미구엘 꾸르트와","","",2,"미키 마윗","이드리스 디옵",""
"3498","컴플라이언스",2013-08-01,"3,806 ","컴플라이언스","장편",800,NA,7427500,1045,6,119,"다양성영화","2013-08-01","미국","오드","청소년관람불가",3,"범죄","드라마","스릴러",1,"크레이그 조벨","","",3,"드리머 워커","앤 도드","팻 힐리"
"3998","필름소셜리즘",2013-03-28,"3,807 ","필름 소셜리즘","장편",797,NA,5962500,845,7,112,"다양성영화","2013-03-28","프랑스","(재)전주국제영화제조직위원회","15세이상관람가",1,"드라마","","",1,"장 뤽 고다르","","",2,"크리스찬 시니걸","캐서린 탄비에",""
"4207","황혼의빛",2006-12-14,"3,808 ","황혼의 빛","장편",797,NA,4979000,723,1,52,"다양성영화","2006-12-14","핀란드","(주)스폰지이엔티","12세이상관람가",1,"드라마","","",1,"아키 카우리스마키","","",2,"얀 히티아이넨","마리아 예르벤헬미",""
"2870","용서그먼길끝에당신이있습니까",2008-11-06,"3,809 ","용서, 그 먼 길 끝에 당신이 있습니까","장편",795,NA,4634500,795,2,34,"다양성영화","2008-11-06","한국","주식회사 루믹스미디어","12세이상관람가",1,"다큐멘터리","","",1,"조욱희","","",2,"안재삼","고정원",""
"2799","오텔로",2013-04-13,"3,810 ","오텔로","장편",793,NA,20629000,793,2,43,"일반영화","2013-12-21","독일","(주)케빈앤컴퍼니","전체관람가",1,"공연","","",1,"정명훈","","",5,"정명훈","그레고리 쿤데","카르멜라 레미지오"
"2800","오텔로",2013-04-13,"3,810 ","오텔로","장편",793,NA,20629000,793,2,43,"일반영화","2013-04-13","미국","(주)인스터피씨엠","전체관람가",3,"공연","드라마","멜로/로맨스",1,"엘리시아 모신스키","","",1,"요한보타","",""
"1966","상어",2007-05-10,"3,811 ","상어","장편",790,NA,4838000,722,3,155,"다양성영화","2007-05-10","한국","㈜인디스토리","15세이상관람가",1,"드라마","","",1,"김동현","","",6,"구성환","홍승일","박중권"
"80","JamDocu강정",2011-12-22,"3,813 ","Jam Docu 강정","옴니버스",786,NA,5764000,891,7,111,"다양성영화","2011-12-22","한국","시네마달,(사)한국독립영화협회","12세이상관람가",1,"다큐멘터리","","",8,"경순","권효","최진성",4,"경순","최하동하","고한별"
"176","검은땅의소녀와",2007-11-15,"3,812 ","검은 땅의 소녀와","장편",786,NA,4675000,708,3,69,"다양성영화","2007-11-15","한국","(주)스폰지이엔티","전체관람가",2,"가족","드라마","",1,"전수일","","",24,"유연미","박현우","조영진"
"2128","숨",2011-09-01,"3,814 ","숨","장편",785,NA,5067000,791,8,195,"다양성영화","2007-04-26","한국","스폰지","15세이상관람가",1,"드라마","","",1,"김기덕","","",9,"박지아","하정우","장첸"
"2129","숨",2011-09-01,"3,814 ","숨","장편",785,NA,5067000,791,8,195,"다양성영화","2011-09-01","한국","(재)전주국제영화제조직위원회","15세이상관람가",1,"드라마","","",1,"함경록","","",16,"박지원","홍석연","신연숙"
"3332","창문을마주보며",2007-01-04,"3,815 ","창문을 마주보며","장편",784,NA,5005500,730,1,30,"다양성영화","2007-01-04","포르투갈","스폰지","15세이상관람가",2,"드라마","멜로/로맨스","",1,"페르잔 오즈페텍","","",2,"지오바나 메조기오르노","마시모 기로티",""
"2916","운명의산낭가파르밧",2013-12-12,"3,816 ","운명의 산 낭가 파르밧","장편",781,NA,4389000,674,6,44,"다양성영화","2013-12-12","독일","(주)씨타마운틴픽쳐스","전체관람가",1,"드라마","","",1,"요셉 빌스마이어","","",2,"플로리안 슈테터","안드레아스 토비아스",""
"1462","미남이시네요",2007-09-21,"3,817 ","미남이시네요","장편",778,NA,5214000,778,1,105,"다양성영화","2007-09-21","프랑스","(주)이모션픽처스","12세이상관람가",3,"코미디","드라마","멜로/로맨스",1,"이사벨 머걸트","","",2,"미셀 블랑","메디아 마리네스쿠",""
"2243","스파이더릴리",2007-06-21,"3,818 ","스파이더 릴리","장편",773,NA,5375000,773,1,37,"일반영화","2007-06-21","홍콩","㈜영화사 백두대간","청소년관람불가",2,"드라마","멜로/로맨스","",1,"주미령","","",2,"양승림","양락시",""
"3043","이번일요일에",2010-03-04,"3,819 ","이번 일요일에","장편",771,NA,4915000,759,2,57,"다양성영화","2010-03-04","일본","㈜인디스토리","전체관람가",1,"드라마","","",1,"사토키 켐모치","","",2,"이치카와 소메고로","양진우",""
"2514","알파바르셀로나마피아",2014-02-20,"3,820 ","알파: 바르셀로나 마피아  ","장편",770,NA,3430000,770,5,42,"일반영화","2014-02-20","스페인","예지림엔터테인먼트","15세이상관람가",1,"액션","","",1,"조안 쿠트리나","","",3,"아이린 몬탈라","후안 카를로스 벨리도","미켈 페르난데스"
"2655","에프게니오네긴",2014-01-25,"3,821 ","에프게니 오네긴","장편",768,NA,19761000,768,2,40,"일반영화","2014-01-25","미국","(주)인스터피씨엠","전체관람가",1,"공연","","",1,"데보라 워너","","",0,"","",""
"610","노리코의식탁",2007-02-01,"3,822 ","노리코의 식탁","장편",766,NA,5159000,766,1,50,"일반영화","2007-02-01","일본","프리비젼엔터테인먼트","15세이상관람가",1,"드라마","","",1,"소노 시온","","",1,"후키이시 카즈에","",""
"1897","사랑은마법처럼",2013-11-14,"3,823 ","사랑은 마법처럼","장편",765,NA,5202500,765,6,114,"다양성영화","2013-11-14","프랑스","찬란","청소년관람불가",1,"뮤지컬","","",1,"발레리 돈젤리","","",3,"발레리 르메시에","제레미 엘카임","발레리 돈젤리"
"2380","씨베토벤",2014-03-27,"3,824 ","씨, 베토벤","장편",764,NA,5612000,764,8,136,"다양성영화","2014-03-27","한국","㈜인디스토리","15세이상관람가",1,"드라마","","",2,"박진순","민복기","",4,"김소진","공상아","오유진"
"583","너무밝히는소녀알마",2012-04-26,"3,825 ","너무 밝히는 소녀 알마","장편",762,NA,5518000,762,5,85,"다양성영화","2012-04-26","노르웨이","(주)스크린와이즈","청소년관람불가",1,"코미디","","",1,"야니케 시스타드 야콥슨","","",2,"헬레네 베르그스홀름","아서 베르닝",""
"1810","비단구두",2006-06-22,"3,826 ","비단구두","장편",759,NA,5173000,759,2,108,"다양성영화","2006-06-22","한국","오리영화사","12세관람가",1,"드라마","","",1,"여균동","","",15,"최덕문","이성민","손애경"
"164","거지의오페라",2007-05-24,"3,827 ","거지의 오페라","장편",756,NA,3390500,497,1,28,"다양성영화","2007-05-24","체코","㈜영화사 백두대간","15세이상관람가",2,"드라마","뮤지컬","",1,"이리 멘젤","","",1,"바르보라 레이츠너로바","",""
